Name,Year,Month,Day,Hour,Lat,Lon,Intensity_MSLP,Intensity_WS
ERNESTO,1994,09,25,12,17.0,-32.1,1010.0,25.0
ERNESTO,1994,09,25,18,17.0,-32.3,1010.0,25.0
ERNESTO,1994,09,26,00,16.8,-33.2,1011.0,20.0
FLORENCE,1994,11,02,00,22.7,-47.0,1011.0,30.0
FLORENCE,1994,11,02,06,23.2,-47.7,1010.0,35.0
FLORENCE,1994,11,02,12,23.8,-48.2,1009.0,35.0
FLORENCE,1994,11,02,18,24.2,-48.9,1008.0,35.0
FLORENCE,1994,11,03,00,24.5,-49.9,1008.0,35.0
FLORENCE,1994,11,03,06,24.7,-50.7,1008.0,30.0
FLORENCE,1994,11,03,12,25.0,-51.4,1006.0,30.0
FLORENCE,1994,11,03,18,25.3,-52.2,1005.0,30.0
FLORENCE,1994,11,04,00,26.0,-52.6,1004.0,35.0
FLORENCE,1994,11,04,06,26.7,-52.9,1003.0,40.0
FLORENCE,1994,11,04,12,27.3,-53.4,999.0,50.0
FLORENCE,1994,11,04,18,28.1,-54.0,990.0,65.0
FLORENCE,1994,11,05,00,28.8,-54.6,987.0,65.0
FLORENCE,1994,11,05,06,29.4,-55.1,986.0,65.0
FLORENCE,1994,11,05,12,30.0,-55.7,984.0,70.0
FLORENCE,1994,11,05,18,30.6,-56.2,981.0,75.0
FLORENCE,1994,11,06,00,31.3,-56.7,980.0,75.0
FLORENCE,1994,11,06,06,32.0,-56.9,980.0,75.0
FLORENCE,1994,11,06,12,32.6,-57.0,980.0,75.0
FLORENCE,1994,11,06,18,33.0,-56.9,982.0,65.0
FLORENCE,1994,11,07,00,33.3,-56.5,982.0,65.0
FLORENCE,1994,11,07,06,33.7,-56.0,981.0,70.0
FLORENCE,1994,11,07,12,34.4,-54.8,975.0,80.0
FLORENCE,1994,11,07,18,35.4,-53.1,972.0,90.0
FLORENCE,1994,11,08,00,37.0,-49.9,972.0,95.0
FLORENCE,1994,11,08,06,39.2,-45.5,974.0,95.0
FLORENCE,1994,11,08,12,41.8,-40.7,977.0,85.0
FLORENCE,1994,11,08,18,44.2,-36.2,982.0,75.0
GORDON,1994,11,08,12,11.9,-82.3,1009.0,25.0
GORDON,1994,11,08,18,12.0,-82.5,1008.0,25.0
GORDON,1994,11,09,00,12.3,-82.8,1007.0,30.0
GORDON,1994,11,09,06,12.5,-83.0,1007.0,30.0
GORDON,1994,11,09,12,12.8,-83.2,1007.0,30.0
GORDON,1994,11,09,18,13.2,-83.4,1007.0,30.0
GORDON,1994,11,10,00,13.6,-83.4,1007.0,30.0
GORDON,1994,11,10,06,14.0,-83.4,1008.0,30.0
GORDON,1994,11,10,12,14.3,-83.2,1008.0,30.0
GORDON,1994,11,10,18,14.6,-82.7,1006.0,35.0
GORDON,1994,11,11,00,15.1,-82.4,1006.0,35.0
GORDON,1994,11,11,06,15.7,-82.3,1003.0,35.0
GORDON,1994,11,11,12,16.3,-82.2,1005.0,35.0
GORDON,1994,11,11,18,16.9,-81.5,1004.0,35.0
GORDON,1994,11,12,00,17.2,-80.8,1000.0,40.0
GORDON,1994,11,12,06,17.4,-80.2,999.0,40.0
GORDON,1994,11,12,12,17.5,-79.8,999.0,40.0
GORDON,1994,11,12,18,17.4,-79.2,999.0,35.0
GORDON,1994,11,13,00,17.6,-77.9,999.0,35.0
GORDON,1994,11,13,03,17.9,-76.8,1000.0,35.0
GORDON,1994,11,13,06,18.3,-76.0,1001.0,40.0
GORDON,1994,11,13,12,19.9,-75.0,1000.0,40.0
GORDON,1994,11,13,13,20.0,-74.9,1000.0,40.0
GORDON,1994,11,13,18,21.5,-75.4,1001.0,40.0
GORDON,1994,11,14,00,22.1,-76.3,999.0,40.0
GORDON,1994,11,14,06,22.7,-77.5,998.0,45.0
GORDON,1994,11,14,12,23.2,-78.3,997.0,45.0
GORDON,1994,11,14,18,23.4,-79.1,998.0,45.0
GORDON,1994,11,15,00,23.6,-79.9,998.0,45.0
GORDON,1994,11,15,06,23.9,-80.8,999.0,45.0
GORDON,1994,11,15,12,24.5,-81.6,999.0,45.0
GORDON,1994,11,15,13,24.6,-81.7,999.0,45.0
GORDON,1994,11,15,18,24.9,-82.1,998.0,45.0
GORDON,1994,11,16,00,25.4,-82.5,998.0,45.0
GORDON,1994,11,16,06,25.7,-82.4,997.0,45.0
GORDON,1994,11,16,12,26.4,-82.0,995.0,45.0
GORDON,1994,11,16,13,26.5,-81.9,996.0,45.0
GORDON,1994,11,16,18,27.1,-81.4,995.0,45.0
GORDON,1994,11,17,00,28.0,-80.0,993.0,55.0
GORDON,1994,11,17,06,29.0,-78.5,989.0,55.0
GORDON,1994,11,17,12,30.0,-76.7,987.0,60.0
GORDON,1994,11,17,18,31.5,-74.8,981.0,65.0
GORDON,1994,11,18,00,33.1,-74.2,980.0,75.0
GORDON,1994,11,18,06,33.5,-74.7,981.0,70.0
GORDON,1994,11,18,12,33.7,-75.7,984.0,70.0
GORDON,1994,11,18,18,33.2,-75.9,986.0,60.0
GORDON,1994,11,19,00,32.5,-75.5,992.0,50.0
GORDON,1994,11,19,06,31.6,-75.0,996.0,45.0
GORDON,1994,11,19,12,31.1,-74.8,1000.0,40.0
GORDON,1994,11,19,18,30.4,-75.0,1005.0,35.0
GORDON,1994,11,20,00,29.8,-75.3,1007.0,35.0
GORDON,1994,11,20,06,28.9,-76.2,1008.0,30.0
GORDON,1994,11,20,12,28.4,-77.2,1009.0,30.0
GORDON,1994,11,20,18,28.2,-78.6,1009.0,25.0
GORDON,1994,11,21,00,28.2,-79.8,1010.0,25.0
GORDON,1994,11,21,03,28.5,-80.6,1011.0,25.0
GORDON,1994,11,21,06,29.2,-81.5,1012.0,20.0
GORDON,1994,11,21,12,31.3,-81.8,1013.0,20.0
GORDON,1994,11,21,18,34.1,-79.8,1013.0,20.0
ALLISON,1995,06,03,00,17.4,-84.3,1005.0,30.0
ALLISON,1995,06,03,06,18.3,-84.9,1004.0,30.0
ALLISON,1995,06,03,12,19.3,-85.7,1003.0,35.0
ALLISON,1995,06,03,18,20.6,-85.8,1001.0,40.0
ALLISON,1995,06,04,00,22.0,-86.0,997.0,50.0
ALLISON,1995,06,04,06,23.3,-86.3,995.0,60.0
ALLISON,1995,06,04,12,24.7,-86.2,987.0,65.0
ALLISON,1995,06,04,18,26.2,-86.2,988.0,65.0
ALLISON,1995,06,05,00,27.6,-86.1,988.0,65.0
ALLISON,1995,06,05,06,28.5,-85.6,990.0,60.0
ALLISON,1995,06,05,12,29.6,-84.7,990.0,60.0
ALLISON,1995,06,05,14,29.9,-84.4,991.0,60.0
ALLISON,1995,06,05,15,30.1,-84.2,991.0,55.0
ALLISON,1995,06,05,18,30.7,-83.8,993.0,45.0
ALLISON,1995,06,06,00,31.8,-82.8,993.0,30.0
ALLISON,1995,06,06,06,32.7,-81.5,994.0,35.0
ALLISON,1995,06,06,12,33.6,-80.0,995.0,35.0
ALLISON,1995,06,06,18,34.5,-78.1,995.0,40.0
ALLISON,1995,06,07,00,35.6,-75.9,992.0,40.0
ALLISON,1995,06,07,06,37.1,-73.6,990.0,45.0
ALLISON,1995,06,07,12,38.5,-71.0,988.0,45.0
ALLISON,1995,06,07,18,39.8,-69.2,984.0,45.0
ALLISON,1995,06,08,00,41.0,-67.7,982.0,50.0
ALLISON,1995,06,08,06,42.4,-66.0,984.0,50.0
ALLISON,1995,06,08,12,43.8,-63.7,989.0,50.0
ALLISON,1995,06,08,18,45.2,-61.2,993.0,45.0
ALLISON,1995,06,09,00,46.5,-58.5,995.0,40.0
ALLISON,1995,06,09,06,48.1,-55.9,996.0,40.0
ALLISON,1995,06,09,12,50.0,-53.0,997.0,40.0
ALLISON,1995,06,09,18,53.0,-52.0,1000.0,40.0
ALLISON,1995,06,10,00,57.0,-52.0,997.0,40.0
ALLISON,1995,06,10,06,60.0,-52.0,990.0,40.0
ALLISON,1995,06,10,12,62.0,-53.0,992.0,40.0
ALLISON,1995,06,10,18,64.0,-55.0,992.0,35.0
ALLISON,1995,06,11,00,65.0,-56.0,993.0,35.0
BARRY,1995,07,05,06,32.0,-72.0,1019.0,20.0
BARRY,1995,07,05,12,32.0,-72.0,1019.0,20.0
BARRY,1995,07,05,18,31.9,-72.0,1018.0,20.0
BARRY,1995,07,06,00,31.8,-72.0,1017.0,25.0
BARRY,1995,07,06,06,31.7,-71.9,1016.0,25.0
BARRY,1995,07,06,12,31.5,-71.7,1013.0,30.0
BARRY,1995,07,06,18,31.3,-71.6,1011.0,30.0
BARRY,1995,07,07,00,31.3,-71.3,1009.0,30.0
BARRY,1995,07,07,06,31.6,-71.0,1007.0,35.0
BARRY,1995,07,07,12,32.2,-70.6,1004.0,40.0
BARRY,1995,07,07,18,33.2,-70.2,1001.0,60.0
BARRY,1995,07,07,21,33.6,-69.9,998.0,60.0
BARRY,1995,07,08,00,34.0,-69.6,997.0,60.0
BARRY,1995,07,08,06,34.9,-68.9,997.0,55.0
BARRY,1995,07,08,12,35.9,-68.2,997.0,50.0
BARRY,1995,07,08,18,37.2,-67.2,997.0,50.0
BARRY,1995,07,09,00,38.7,-66.0,996.0,50.0
BARRY,1995,07,09,06,40.5,-64.6,995.0,50.0
BARRY,1995,07,09,12,42.3,-63.1,993.0,50.0
BARRY,1995,07,09,18,44.3,-61.7,991.0,50.0
BARRY,1995,07,09,21,45.3,-61.0,990.0,50.0
BARRY,1995,07,09,22,45.6,-60.8,990.0,45.0
BARRY,1995,07,10,00,46.4,-60.5,990.0,45.0
BARRY,1995,07,10,06,48.5,-59.2,989.0,40.0
CHANTAL,1995,07,12,00,17.1,-54.9,1012.0,25.0
CHANTAL,1995,07,12,06,17.5,-56.5,1012.0,25.0
CHANTAL,1995,07,12,12,18.1,-58.3,1012.0,25.0
CHANTAL,1995,07,12,18,18.7,-59.9,1011.0,30.0
CHANTAL,1995,07,13,00,19.2,-61.0,1011.0,30.0
CHANTAL,1995,07,13,06,19.6,-61.9,1011.0,30.0
CHANTAL,1995,07,13,12,20.1,-62.7,1010.0,30.0
CHANTAL,1995,07,13,18,20.6,-63.6,1010.0,30.0
CHANTAL,1995,07,14,00,21.1,-64.4,1006.0,35.0
CHANTAL,1995,07,14,06,21.1,-64.9,1008.0,35.0
CHANTAL,1995,07,14,12,21.1,-65.2,1009.0,35.0
CHANTAL,1995,07,14,18,21.3,-65.5,1010.0,40.0
CHANTAL,1995,07,15,00,21.8,-66.0,1009.0,40.0
CHANTAL,1995,07,15,06,22.3,-66.7,1006.0,45.0
CHANTAL,1995,07,15,12,22.7,-67.5,1006.0,45.0
CHANTAL,1995,07,15,18,23.2,-67.9,1005.0,45.0
CHANTAL,1995,07,16,00,23.7,-68.2,1004.0,45.0
CHANTAL,1995,07,16,06,24.5,-68.4,999.0,50.0
CHANTAL,1995,07,16,12,25.3,-68.8,999.0,50.0
CHANTAL,1995,07,16,18,26.2,-69.1,997.0,55.0
CHANTAL,1995,07,17,00,27.2,-69.4,991.0,60.0
CHANTAL,1995,07,17,06,28.2,-69.6,995.0,60.0
CHANTAL,1995,07,17,12,29.3,-69.8,997.0,60.0
CHANTAL,1995,07,17,18,30.5,-69.8,995.0,55.0
CHANTAL,1995,07,18,00,31.6,-69.7,994.0,55.0
CHANTAL,1995,07,18,06,32.6,-69.0,994.0,55.0
CHANTAL,1995,07,18,12,33.6,-68.1,995.0,50.0
CHANTAL,1995,07,18,18,34.6,-67.3,996.0,50.0
CHANTAL,1995,07,19,00,35.4,-65.8,997.0,50.0
CHANTAL,1995,07,19,06,36.2,-64.1,997.0,50.0
CHANTAL,1995,07,19,12,37.1,-62.4,998.0,50.0
CHANTAL,1995,07,19,18,38.2,-60.2,998.0,50.0
CHANTAL,1995,07,20,00,39.5,-57.6,999.0,50.0
CHANTAL,1995,07,20,06,41.1,-54.7,999.0,50.0
CHANTAL,1995,07,20,12,43.0,-51.7,1000.0,50.0
CHANTAL,1995,07,20,18,45.4,-48.8,1000.0,50.0
CHANTAL,1995,07,21,00,47.7,-45.2,1001.0,50.0
CHANTAL,1995,07,21,06,49.7,-41.6,1002.0,50.0
CHANTAL,1995,07,21,12,51.4,-37.0,1003.0,50.0
CHANTAL,1995,07,21,18,53.0,-31.0,1005.0,50.0
CHANTAL,1995,07,22,00,55.0,-20.0,1005.0,50.0
DEAN,1995,07,28,18,26.2,-86.6,1009.0,25.0
DEAN,1995,07,29,00,26.1,-87.3,1008.0,30.0
DEAN,1995,07,29,06,26.2,-87.9,1008.0,30.0
DEAN,1995,07,29,12,26.3,-88.3,1008.0,30.0
DEAN,1995,07,29,18,26.5,-89.4,1007.0,30.0
DEAN,1995,07,30,00,26.9,-90.6,1007.0,30.0
DEAN,1995,07,30,06,27.6,-91.7,1006.0,30.0
DEAN,1995,07,30,12,28.1,-93.0,1005.0,30.0
DEAN,1995,07,30,18,28.6,-94.0,1003.0,35.0
DEAN,1995,07,31,00,29.0,-95.0,999.0,40.0
DEAN,1995,07,31,02,29.2,-95.3,999.0,40.0
DEAN,1995,07,31,06,29.5,-95.5,1002.0,30.0
DEAN,1995,07,31,12,30.0,-96.0,1003.0,25.0
DEAN,1995,07,31,18,30.5,-96.5,1003.0,20.0
DEAN,1995,08,01,00,31.5,-97.0,1004.0,20.0
DEAN,1995,08,01,06,32.0,-97.5,1004.0,20.0
DEAN,1995,08,01,12,33.0,-98.5,1004.0,20.0
DEAN,1995,08,01,18,33.0,-98.5,1004.0,20.0
DEAN,1995,08,02,00,33.0,-98.5,1004.0,20.0
DEAN,1995,08,02,06,33.0,-98.5,1004.0,20.0
DEAN,1995,08,02,12,33.0,-98.5,1004.0,20.0
DEAN,1995,08,02,18,33.0,-98.5,1004.0,20.0
ERIN,1995,07,31,00,22.3,-73.2,1004.0,45.0
ERIN,1995,07,31,06,22.6,-73.6,1003.0,50.0
ERIN,1995,07,31,12,22.8,-73.9,999.0,55.0
ERIN,1995,07,31,18,23.2,-74.3,997.0,60.0
ERIN,1995,08,01,00,23.6,-74.9,992.0,70.0
ERIN,1995,08,01,06,24.3,-75.7,988.0,75.0
ERIN,1995,08,01,12,25.5,-76.3,985.0,75.0
ERIN,1995,08,01,18,26.3,-77.7,980.0,75.0
ERIN,1995,08,02,00,26.9,-79.0,982.0,75.0
ERIN,1995,08,02,06,27.7,-80.4,985.0,75.0
ERIN,1995,08,02,06,27.7,-80.3,984.0,75.0
ERIN,1995,08,02,12,28.2,-81.9,990.0,50.0
ERIN,1995,08,02,18,28.6,-83.4,988.0,60.0
ERIN,1995,08,03,00,28.8,-84.7,985.0,65.0
ERIN,1995,08,03,06,29.3,-85.7,979.0,70.0
ERIN,1995,08,03,12,29.8,-86.6,974.0,80.0
ERIN,1995,08,03,13,30.0,-86.8,973.0,85.0
ERIN,1995,08,03,16,30.3,-87.2,973.0,75.0
ERIN,1995,08,03,18,30.6,-87.5,985.0,65.0
ERIN,1995,08,04,00,31.4,-88.5,997.0,45.0
ERIN,1995,08,04,06,32.3,-89.1,1001.0,35.0
ERIN,1995,08,04,12,33.2,-89.7,1003.0,20.0
ERIN,1995,08,04,18,34.1,-90.2,1003.0,20.0
ERIN,1995,08,05,00,34.8,-90.2,1003.0,20.0
ERIN,1995,08,05,06,35.4,-90.1,1003.0,20.0
ERIN,1995,08,05,12,36.3,-89.8,1003.0,20.0
ERIN,1995,08,05,18,37.5,-88.8,1003.0,20.0
ERIN,1995,08,06,00,38.4,-86.8,1003.0,20.0
ERIN,1995,08,06,06,38.7,-84.9,1005.0,20.0
ERIN,1995,08,06,12,38.8,-82.0,1008.0,20.0
FELIX,1995,08,08,00,14.3,-30.8,1010.0,30.0
FELIX,1995,08,08,06,14.7,-32.5,1008.0,30.0
FELIX,1995,08,08,12,15.0,-34.4,1007.0,30.0
FELIX,1995,08,08,18,15.5,-36.4,1005.0,35.0
FELIX,1995,08,09,00,15.7,-38.3,1004.0,40.0
FELIX,1995,08,09,06,16.0,-40.2,1003.0,45.0
FELIX,1995,08,09,12,16.2,-41.9,1001.0,45.0
FELIX,1995,08,09,18,16.6,-43.7,1000.0,45.0
FELIX,1995,08,10,00,17.0,-45.6,998.0,50.0
FELIX,1995,08,10,06,17.5,-47.4,995.0,55.0
FELIX,1995,08,10,12,18.0,-49.1,993.0,60.0
FELIX,1995,08,10,18,18.4,-50.8,991.0,60.0
FELIX,1995,08,11,00,18.9,-52.4,987.0,65.0
FELIX,1995,08,11,06,19.6,-53.9,980.0,70.0
FELIX,1995,08,11,12,20.4,-55.4,972.0,80.0
FELIX,1995,08,11,18,21.3,-56.5,965.0,90.0
FELIX,1995,08,12,00,22.1,-57.8,955.0,100.0
FELIX,1995,08,12,06,22.9,-59.0,943.0,110.0
FELIX,1995,08,12,12,23.6,-60.2,932.0,115.0
FELIX,1995,08,12,18,24.3,-61.0,929.0,120.0
FELIX,1995,08,13,00,25.1,-61.6,930.0,115.0
FELIX,1995,08,13,06,25.9,-61.9,937.0,105.0
FELIX,1995,08,13,12,26.6,-62.3,942.0,100.0
FELIX,1995,08,13,18,27.4,-62.3,947.0,95.0
FELIX,1995,08,14,00,28.2,-62.5,948.0,90.0
FELIX,1995,08,14,06,29.0,-62.9,954.0,80.0
FELIX,1995,08,14,12,29.9,-63.4,962.0,80.0
FELIX,1995,08,14,18,30.7,-64.1,962.0,75.0
FELIX,1995,08,15,00,31.3,-65.1,962.0,75.0
FELIX,1995,08,15,06,31.9,-66.2,964.0,75.0
FELIX,1995,08,15,12,32.5,-67.4,968.0,70.0
FELIX,1995,08,15,18,33.1,-68.8,965.0,70.0
FELIX,1995,08,16,00,33.5,-70.1,963.0,70.0
FELIX,1995,08,16,06,34.0,-71.3,966.0,70.0
FELIX,1995,08,16,12,34.6,-72.4,968.0,70.0
FELIX,1995,08,16,18,34.8,-72.7,970.0,70.0
FELIX,1995,08,17,00,35.3,-72.9,968.0,65.0
FELIX,1995,08,17,06,35.6,-72.9,971.0,65.0
FELIX,1995,08,17,12,36.1,-72.7,972.0,65.0
FELIX,1995,08,17,18,36.5,-72.2,973.0,65.0
FELIX,1995,08,18,00,36.8,-71.5,973.0,65.0
FELIX,1995,08,18,06,37.1,-70.7,971.0,65.0
FELIX,1995,08,18,12,37.1,-69.9,970.0,65.0
FELIX,1995,08,18,18,36.9,-68.9,971.0,70.0
FELIX,1995,08,19,00,36.6,-68.1,970.0,70.0
FELIX,1995,08,19,06,36.1,-67.8,970.0,70.0
FELIX,1995,08,19,12,35.7,-67.5,971.0,70.0
FELIX,1995,08,19,18,35.4,-67.4,973.0,70.0
FELIX,1995,08,20,00,35.1,-67.5,976.0,65.0
FELIX,1995,08,20,06,35.0,-67.9,979.0,60.0
FELIX,1995,08,20,12,35.4,-68.2,982.0,60.0
FELIX,1995,08,20,18,35.9,-68.3,985.0,60.0
FELIX,1995,08,21,00,36.6,-67.8,986.0,60.0
FELIX,1995,08,21,06,37.7,-67.0,988.0,55.0
FELIX,1995,08,21,12,39.0,-66.1,989.0,50.0
FELIX,1995,08,21,18,40.6,-63.3,988.0,50.0
FELIX,1995,08,22,00,42.5,-59.8,987.0,50.0
FELIX,1995,08,22,06,44.5,-55.8,986.0,50.0
FELIX,1995,08,22,12,46.8,-50.8,985.0,50.0
FELIX,1995,08,22,18,49.0,-46.0,985.0,50.0
FELIX,1995,08,23,00,50.8,-40.5,985.0,50.0
FELIX,1995,08,23,06,53.5,-35.5,985.0,50.0
FELIX,1995,08,23,12,56.0,-34.0,986.0,50.0
FELIX,1995,08,23,18,58.0,-31.0,987.0,50.0
FELIX,1995,08,24,00,59.5,-26.0,988.0,50.0
FELIX,1995,08,24,06,60.0,-20.0,988.0,45.0
FELIX,1995,08,24,12,60.0,-14.0,989.0,40.0
FELIX,1995,08,24,18,60.0,-7.5,990.0,35.0
FELIX,1995,08,25,00,61.5,-1.0,992.0,35.0
GABRIELLE,1995,08,09,18,23.7,-94.8,1007.0,30.0
GABRIELLE,1995,08,10,00,23.7,-95.4,1004.0,30.0
GABRIELLE,1995,08,10,06,23.7,-96.2,1002.0,30.0
GABRIELLE,1995,08,10,12,23.5,-96.5,999.0,35.0
GABRIELLE,1995,08,10,18,23.1,-96.7,997.0,40.0
GABRIELLE,1995,08,11,00,23.0,-96.7,995.0,45.0
GABRIELLE,1995,08,11,06,23.1,-97.0,993.0,50.0
GABRIELLE,1995,08,11,12,23.3,-97.2,991.0,55.0
GABRIELLE,1995,08,11,18,23.6,-97.5,990.0,60.0
GABRIELLE,1995,08,11,20,23.7,-97.8,988.0,60.0
GABRIELLE,1995,08,12,00,23.9,-98.2,999.0,30.0
HUMBERTO,1995,08,22,00,13.2,-33.0,1009.0,30.0
HUMBERTO,1995,08,22,06,13.7,-34.3,1005.0,35.0
HUMBERTO,1995,08,22,12,14.2,-35.2,1002.0,45.0
HUMBERTO,1995,08,22,18,14.6,-36.2,998.0,50.0
HUMBERTO,1995,08,23,00,14.8,-37.3,995.0,60.0
HUMBERTO,1995,08,23,06,14.9,-38.3,987.0,65.0
HUMBERTO,1995,08,23,12,15.0,-39.2,985.0,70.0
HUMBERTO,1995,08,23,18,15.1,-40.3,982.0,75.0
HUMBERTO,1995,08,24,00,15.2,-41.0,975.0,80.0
HUMBERTO,1995,08,24,06,15.3,-41.9,973.0,85.0
HUMBERTO,1995,08,24,12,15.4,-42.6,971.0,90.0
HUMBERTO,1995,08,24,18,15.7,-43.2,968.0,95.0
HUMBERTO,1995,08,25,00,16.1,-43.8,970.0,90.0
HUMBERTO,1995,08,25,06,16.7,-44.4,970.0,90.0
HUMBERTO,1995,08,25,12,17.6,-45.1,970.0,90.0
HUMBERTO,1995,08,25,18,18.5,-45.9,970.0,90.0
HUMBERTO,1995,08,26,00,19.4,-46.6,970.0,90.0
HUMBERTO,1995,08,26,06,20.0,-47.2,970.0,90.0
HUMBERTO,1995,08,26,12,20.6,-47.6,972.0,85.0
HUMBERTO,1995,08,26,18,21.4,-48.0,975.0,80.0
HUMBERTO,1995,08,27,00,22.2,-48.2,980.0,80.0
HUMBERTO,1995,08,27,06,22.9,-48.0,982.0,75.0
HUMBERTO,1995,08,27,12,24.1,-48.2,984.0,70.0
HUMBERTO,1995,08,27,18,25.4,-48.4,986.0,70.0
HUMBERTO,1995,08,28,00,26.4,-48.6,992.0,65.0
HUMBERTO,1995,08,28,06,27.1,-48.8,994.0,65.0
HUMBERTO,1995,08,28,12,27.7,-49.1,991.0,65.0
HUMBERTO,1995,08,28,18,28.4,-49.3,987.0,65.0
HUMBERTO,1995,08,29,00,29.0,-49.4,985.0,65.0
HUMBERTO,1995,08,29,06,29.5,-49.4,983.0,70.0
HUMBERTO,1995,08,29,12,30.0,-49.2,981.0,75.0
HUMBERTO,1995,08,29,18,30.6,-48.9,979.0,75.0
HUMBERTO,1995,08,30,00,31.3,-48.3,978.0,80.0
HUMBERTO,1995,08,30,06,32.8,-47.1,976.0,80.0
HUMBERTO,1995,08,30,12,34.0,-45.7,974.0,80.0
HUMBERTO,1995,08,30,18,35.2,-44.0,971.0,80.0
HUMBERTO,1995,08,31,00,36.0,-41.9,970.0,80.0
HUMBERTO,1995,08,31,06,37.1,-40.0,971.0,80.0
HUMBERTO,1995,08,31,12,38.3,-39.0,985.0,70.0
HUMBERTO,1995,08,31,18,39.1,-38.2,995.0,60.0
HUMBERTO,1995,09,01,00,40.0,-37.0,1000.0,45.0
IRIS,1995,08,22,12,13.2,-49.3,1008.0,30.0
IRIS,1995,08,22,18,13.3,-50.6,1007.0,35.0
IRIS,1995,08,23,00,13.7,-51.8,1006.0,35.0
IRIS,1995,08,23,06,14.0,-52.5,1004.0,40.0
IRIS,1995,08,23,12,14.5,-53.0,998.0,55.0
IRIS,1995,08,23,18,15.0,-53.4,991.0,75.0
IRIS,1995,08,24,00,15.2,-53.8,992.0,70.0
IRIS,1995,08,24,06,15.0,-54.3,992.0,70.0
IRIS,1995,08,24,12,14.8,-55.1,992.0,65.0
IRIS,1995,08,24,18,14.6,-56.0,992.0,60.0
IRIS,1995,08,25,00,14.5,-56.8,995.0,55.0
IRIS,1995,08,25,06,14.3,-57.8,996.0,55.0
IRIS,1995,08,25,12,14.2,-58.8,999.0,55.0
IRIS,1995,08,25,18,14.2,-59.8,998.0,50.0
IRIS,1995,08,26,00,14.0,-60.3,1000.0,50.0
IRIS,1995,08,26,06,14.2,-60.2,999.0,45.0
IRIS,1995,08,26,12,14.6,-60.5,1000.0,45.0
IRIS,1995,08,26,18,14.9,-61.0,1003.0,40.0
IRIS,1995,08,27,00,15.0,-61.2,1006.0,35.0
IRIS,1995,08,27,06,15.6,-61.2,1005.0,40.0
IRIS,1995,08,27,12,16.2,-61.2,1002.0,45.0
IRIS,1995,08,27,18,17.0,-61.9,995.0,50.0
IRIS,1995,08,27,23,17.7,-62.0,993.0,55.0
IRIS,1995,08,28,00,17.8,-62.0,993.0,55.0
IRIS,1995,08,28,06,18.6,-62.0,989.0,55.0
IRIS,1995,08,28,12,19.4,-62.1,985.0,60.0
IRIS,1995,08,28,18,20.4,-62.4,983.0,65.0
IRIS,1995,08,29,00,21.3,-62.5,981.0,70.0
IRIS,1995,08,29,06,22.0,-62.5,974.0,80.0
IRIS,1995,08,29,12,22.6,-62.5,973.0,75.0
IRIS,1995,08,29,18,23.1,-62.3,975.0,70.0
IRIS,1995,08,30,00,23.6,-62.1,976.0,70.0
IRIS,1995,08,30,06,23.8,-61.8,977.0,70.0
IRIS,1995,08,30,12,24.0,-61.4,972.0,75.0
IRIS,1995,08,30,18,24.2,-60.8,971.0,75.0
IRIS,1995,08,31,00,24.5,-60.1,971.0,75.0
IRIS,1995,08,31,06,24.7,-59.6,971.0,75.0
IRIS,1995,08,31,12,24.9,-59.1,971.0,75.0
IRIS,1995,08,31,18,25.0,-58.9,968.0,85.0
IRIS,1995,09,01,00,25.2,-58.8,967.0,90.0
IRIS,1995,09,01,06,25.5,-58.8,965.0,95.0
IRIS,1995,09,01,12,25.6,-59.0,967.0,90.0
IRIS,1995,09,01,18,25.7,-59.7,969.0,85.0
IRIS,1995,09,02,00,26.0,-60.2,971.0,85.0
IRIS,1995,09,02,06,26.6,-60.2,973.0,85.0
IRIS,1995,09,02,12,27.8,-59.9,978.0,80.0
IRIS,1995,09,02,18,29.1,-59.7,983.0,75.0
IRIS,1995,09,03,00,31.3,-59.0,982.0,75.0
IRIS,1995,09,03,06,34.2,-58.6,982.0,75.0
IRIS,1995,09,03,12,36.9,-57.5,982.0,75.0
IRIS,1995,09,03,18,39.2,-55.5,985.0,70.0
IRIS,1995,09,04,00,41.0,-52.3,987.0,65.0
IRIS,1995,09,04,06,43.1,-49.4,990.0,60.0
IRIS,1995,09,04,12,45.0,-46.0,995.0,60.0
IRIS,1995,09,04,18,47.1,-42.0,997.0,55.0
IRIS,1995,09,05,00,48.7,-35.7,999.0,50.0
IRIS,1995,09,05,06,48.9,-28.1,998.0,50.0
IRIS,1995,09,05,12,48.6,-25.0,987.0,50.0
IRIS,1995,09,05,18,48.5,-21.5,979.0,55.0
IRIS,1995,09,06,00,48.3,-18.0,972.0,55.0
IRIS,1995,09,06,06,48.0,-14.2,967.0,60.0
IRIS,1995,09,06,12,48.0,-12.6,963.0,60.0
IRIS,1995,09,06,18,48.2,-11.1,960.0,65.0
IRIS,1995,09,07,00,48.4,-8.7,957.0,65.0
IRIS,1995,09,07,06,48.9,-6.9,962.0,65.0
IRIS,1995,09,07,12,49.3,-4.4,968.0,60.0
JERRY,1995,08,22,18,23.7,-78.7,1010.0,20.0
JERRY,1995,08,23,00,24.2,-78.9,1009.0,25.0
JERRY,1995,08,23,06,25.2,-79.2,1008.0,30.0
JERRY,1995,08,23,12,26.4,-79.7,1008.0,35.0
JERRY,1995,08,23,18,27.0,-80.2,1006.0,35.0
