Name,Year,Month,Day,Hour,Lat,Lon,Intensity_MSLP,Intensity_WS
ALLEN,1980,08,01,00,10.8,-34.3,1010.0,30.0
ALLEN,1980,08,01,06,10.7,-36.4,1009.0,30.0
ALLEN,1980,08,01,12,10.7,-38.6,1008.0,30.0
ALLEN,1980,08,01,18,10.7,-40.7,1006.0,30.0
ALLEN,1980,08,02,00,11.0,-42.8,1005.0,35.0
ALLEN,1980,08,02,06,11.4,-44.8,1000.0,45.0
ALLEN,1980,08,02,12,11.9,-46.9,995.0,55.0
ALLEN,1980,08,02,18,12.3,-49.1,990.0,60.0
ALLEN,1980,08,03,00,12.4,-51.4,985.0,65.0
ALLEN,1980,08,03,06,12.6,-53.6,980.0,70.0
ALLEN,1980,08,03,12,12.8,-55.6,975.0,80.0
ALLEN,1980,08,03,18,12.9,-57.5,965.0,95.0
ALLEN,1980,08,04,00,13.3,-59.1,950.0,110.0
ALLEN,1980,08,04,06,13.6,-61.0,948.0,115.0
ALLEN,1980,08,04,12,14.0,-63.0,945.0,125.0
ALLEN,1980,08,04,18,14.4,-64.9,930.0,130.0
ALLEN,1980,08,05,00,14.8,-66.7,911.0,140.0
ALLEN,1980,08,05,06,15.4,-68.6,916.0,145.0
ALLEN,1980,08,05,12,15.9,-70.5,932.0,155.0
ALLEN,1980,08,05,18,16.5,-72.3,940.0,150.0
ALLEN,1980,08,06,00,17.8,-73.8,945.0,140.0
ALLEN,1980,08,06,06,18.3,-75.9,955.0,115.0
ALLEN,1980,08,06,12,19.2,-78.0,955.0,115.0
ALLEN,1980,08,06,18,20.0,-80.1,955.0,125.0
ALLEN,1980,08,07,00,20.1,-81.9,945.0,135.0
ALLEN,1980,08,07,06,20.4,-83.6,935.0,145.0
ALLEN,1980,08,07,12,21.0,-84.8,910.0,155.0
ALLEN,1980,08,07,18,21.8,-86.4,899.0,165.0
ALLEN,1980,08,08,00,22.2,-87.9,920.0,155.0
ALLEN,1980,08,08,06,22.8,-89.2,945.0,130.0
ALLEN,1980,08,08,12,23.4,-90.5,960.0,115.0
ALLEN,1980,08,08,18,23.9,-91.8,940.0,130.0
ALLEN,1980,08,09,00,24.5,-93.0,912.0,145.0
ALLEN,1980,08,09,06,25.0,-94.2,909.0,155.0
ALLEN,1980,08,09,12,25.2,-95.4,916.0,140.0
ALLEN,1980,08,09,18,25.4,-96.1,925.0,125.0
ALLEN,1980,08,10,00,25.8,-96.8,935.0,110.0
ALLEN,1980,08,10,06,26.1,-97.2,945.0,100.0
ALLEN,1980,08,10,12,26.7,-98.1,960.0,85.0
ALLEN,1980,08,10,18,27.3,-99.0,970.0,70.0
ALLEN,1980,08,11,00,27.7,-99.8,990.0,60.0
ALLEN,1980,08,11,06,28.0,-100.9,1000.0,45.0
ALLEN,1980,08,11,12,28.5,-101.9,1005.0,30.0
ALLEN,1980,08,11,18,28.9,-102.9,1008.0,30.0
BONNIE,1980,08,14,00,12.7,-35.5,1010.0,25.0
BONNIE,1980,08,14,06,13.5,-36.6,1008.0,30.0
BONNIE,1980,08,14,12,14.7,-37.3,1005.0,35.0
BONNIE,1980,08,14,18,15.7,-37.5,1000.0,45.0
BONNIE,1980,08,15,00,16.7,-37.8,1000.0,45.0
BONNIE,1980,08,15,06,17.7,-37.9,1000.0,45.0
BONNIE,1980,08,15,12,18.8,-38.1,1000.0,45.0
BONNIE,1980,08,15,18,20.4,-38.5,995.0,55.0
BONNIE,1980,08,16,00,22.0,-38.7,985.0,75.0
BONNIE,1980,08,16,06,23.7,-38.9,975.0,85.0
BONNIE,1980,08,16,12,24.8,-39.1,975.0,85.0
BONNIE,1980,08,16,18,25.8,-39.4,975.0,85.0
BONNIE,1980,08,17,00,27.0,-39.7,985.0,75.0
BONNIE,1980,08,17,06,28.0,-40.0,990.0,65.0
BONNIE,1980,08,17,12,29.0,-40.3,990.0,65.0
BONNIE,1980,08,17,18,30.0,-40.5,990.0,65.0
BONNIE,1980,08,18,00,31.1,-40.5,990.0,65.0
BONNIE,1980,08,18,06,32.4,-40.5,990.0,65.0
BONNIE,1980,08,18,12,34.0,-40.5,990.0,65.0
BONNIE,1980,08,18,18,35.9,-40.5,990.0,65.0
BONNIE,1980,08,19,00,38.2,-40.2,990.0,65.0
BONNIE,1980,08,19,06,41.9,-39.8,990.0,65.0
BONNIE,1980,08,19,12,46.5,-38.4,995.0,65.0
BONNIE,1980,08,19,18,51.0,-36.0,1000.0,45.0
CHARLEY,1980,08,20,12,36.0,-73.0,1010.0,25.0
CHARLEY,1980,08,20,18,35.0,-72.0,1008.0,25.0
CHARLEY,1980,08,21,00,34.0,-71.0,1006.0,30.0
CHARLEY,1980,08,21,06,33.4,-69.5,1005.0,30.0
CHARLEY,1980,08,21,12,34.0,-68.0,1003.0,35.0
CHARLEY,1980,08,21,18,34.8,-66.8,1002.0,40.0
CHARLEY,1980,08,22,00,35.8,-65.7,1000.0,45.0
CHARLEY,1980,08,22,06,37.0,-64.8,998.0,50.0
CHARLEY,1980,08,22,12,38.3,-64.7,996.0,55.0
CHARLEY,1980,08,22,18,39.1,-64.9,994.0,60.0
CHARLEY,1980,08,23,00,39.6,-65.9,992.0,65.0
CHARLEY,1980,08,23,06,38.9,-66.7,990.0,70.0
CHARLEY,1980,08,23,12,38.2,-66.0,989.0,70.0
CHARLEY,1980,08,23,18,38.0,-64.7,990.0,70.0
CHARLEY,1980,08,24,00,38.0,-63.1,991.0,65.0
CHARLEY,1980,08,24,06,37.9,-61.7,994.0,60.0
CHARLEY,1980,08,24,12,37.9,-60.2,998.0,55.0
CHARLEY,1980,08,24,18,37.9,-58.2,1000.0,45.0
CHARLEY,1980,08,25,00,38.0,-55.0,1001.0,35.0
CHARLEY,1980,08,25,06,38.1,-51.3,1002.0,35.0
CHARLEY,1980,08,25,12,38.2,-47.0,1004.0,35.0
CHARLEY,1980,08,25,18,38.5,-42.2,1005.0,35.0
GEORGES,1980,09,01,00,15.6,-38.0,1010.0,30.0
GEORGES,1980,09,01,06,15.9,-39.4,1010.0,30.0
GEORGES,1980,09,01,12,16.3,-40.8,1010.0,30.0
GEORGES,1980,09,01,18,16.8,-42.1,1010.0,30.0
GEORGES,1980,09,02,00,17.3,-43.7,1010.0,30.0
GEORGES,1980,09,02,06,17.5,-45.7,1010.0,30.0
GEORGES,1980,09,02,12,17.7,-48.1,1010.0,30.0
GEORGES,1980,09,02,18,17.8,-50.3,1010.0,30.0
GEORGES,1980,09,03,00,17.9,-52.4,1010.0,30.0
GEORGES,1980,09,03,06,18.0,-54.5,1010.0,30.0
GEORGES,1980,09,03,12,18.6,-56.9,1010.0,30.0
GEORGES,1980,09,03,18,19.7,-59.0,1011.0,25.0
GEORGES,1980,09,04,00,21.0,-61.0,1012.0,20.0
GEORGES,1980,09,04,06,22.1,-62.3,1012.0,20.0
GEORGES,1980,09,04,12,23.4,-63.6,1013.0,20.0
GEORGES,1980,09,04,18,24.8,-64.8,1013.0,20.0
GEORGES,1980,09,05,00,26.1,-65.8,1014.0,20.0
GEORGES,1980,09,05,06,27.5,-67.0,1014.0,20.0
GEORGES,1980,09,05,12,28.5,-68.6,1014.0,25.0
GEORGES,1980,09,05,18,29.0,-69.4,1013.0,30.0
GEORGES,1980,09,06,00,29.7,-70.0,1013.0,30.0
GEORGES,1980,09,06,06,30.6,-70.0,1010.0,30.0
GEORGES,1980,09,06,12,31.7,-69.6,1008.0,30.0
GEORGES,1980,09,06,18,32.9,-69.1,1007.0,30.0
GEORGES,1980,09,07,00,34.4,-67.9,1004.0,40.0
GEORGES,1980,09,07,06,35.9,-65.9,1002.0,45.0
GEORGES,1980,09,07,12,37.3,-63.7,1000.0,50.0
GEORGES,1980,09,07,18,38.6,-61.5,997.0,55.0
GEORGES,1980,09,08,00,40.2,-59.0,993.0,70.0
GEORGES,1980,09,08,06,42.9,-55.1,993.0,70.0
GEORGES,1980,09,08,12,45.6,-51.1,993.0,70.0
GEORGES,1980,09,08,18,48.0,-46.9,993.0,65.0
EARL,1980,09,04,12,17.7,-24.0,1008.0,25.0
EARL,1980,09,04,18,17.4,-25.3,1006.0,30.0
EARL,1980,09,05,00,17.8,-26.7,1003.0,35.0
EARL,1980,09,05,06,18.2,-28.0,1000.0,40.0
EARL,1980,09,05,12,18.8,-29.5,999.0,40.0
EARL,1980,09,05,18,19.2,-31.0,999.0,40.0
EARL,1980,09,06,00,19.7,-32.0,999.0,40.0
EARL,1980,09,06,06,20.3,-33.8,999.0,40.0
EARL,1980,09,06,12,21.0,-35.5,998.0,45.0
EARL,1980,09,06,18,21.5,-36.5,997.0,45.0
EARL,1980,09,07,00,22.2,-37.8,996.0,45.0
EARL,1980,09,07,06,23.2,-38.8,996.0,45.0
EARL,1980,09,07,12,25.0,-39.7,995.0,45.0
EARL,1980,09,07,18,27.0,-40.3,993.0,50.0
EARL,1980,09,08,00,29.0,-41.2,992.0,60.0
EARL,1980,09,08,06,30.4,-42.5,988.0,65.0
EARL,1980,09,08,12,32.0,-43.5,985.0,65.0
EARL,1980,09,08,18,33.3,-44.1,986.0,65.0
EARL,1980,09,09,00,34.7,-44.3,988.0,65.0
EARL,1980,09,09,06,36.3,-43.8,990.0,65.0
EARL,1980,09,09,12,38.0,-43.1,991.0,65.0
EARL,1980,09,09,18,40.5,-41.5,992.0,65.0
EARL,1980,09,10,00,43.0,-39.0,994.0,65.0
EARL,1980,09,10,06,45.2,-36.0,995.0,65.0
DANIELLE,1980,09,04,18,28.3,-90.6,1010.0,25.0
DANIELLE,1980,09,05,00,28.3,-91.3,1010.0,25.0
DANIELLE,1980,09,05,06,28.4,-91.8,1009.0,25.0
DANIELLE,1980,09,05,12,28.8,-92.4,1008.0,30.0
DANIELLE,1980,09,05,18,29.4,-93.4,1004.0,50.0
DANIELLE,1980,09,06,00,29.4,-94.9,1004.0,40.0
DANIELLE,1980,09,06,06,29.3,-96.3,1008.0,35.0
DANIELLE,1980,09,06,12,29.1,-97.0,1008.0,30.0
DANIELLE,1980,09,06,18,29.0,-97.8,1008.0,25.0
DANIELLE,1980,09,07,00,29.0,-98.3,1010.0,20.0
DANIELLE,1980,09,07,06,29.0,-99.0,1010.0,20.0
DANIELLE,1980,09,07,12,29.0,-100.0,1010.0,20.0
FRANCES,1980,09,06,00,12.5,-19.0,1010.0,25.0
FRANCES,1980,09,06,06,12.5,-20.0,1009.0,25.0
FRANCES,1980,09,06,12,12.6,-21.0,1008.0,30.0
FRANCES,1980,09,06,18,12.7,-21.8,1005.0,35.0
FRANCES,1980,09,07,00,12.8,-22.5,1002.0,40.0
FRANCES,1980,09,07,06,12.9,-23.2,998.0,45.0
FRANCES,1980,09,07,12,13.0,-24.0,994.0,55.0
FRANCES,1980,09,07,18,13.0,-24.8,990.0,60.0
FRANCES,1980,09,08,00,13.0,-25.6,986.0,65.0
FRANCES,1980,09,08,06,13.0,-26.8,978.0,70.0
FRANCES,1980,09,08,12,12.9,-28.0,970.0,80.0
FRANCES,1980,09,08,18,12.8,-29.0,965.0,90.0
FRANCES,1980,09,09,00,12.8,-29.8,960.0,100.0
FRANCES,1980,09,09,06,12.9,-30.5,958.0,100.0
FRANCES,1980,09,09,12,13.0,-31.3,960.0,100.0
FRANCES,1980,09,09,18,13.2,-32.1,965.0,90.0
FRANCES,1980,09,10,00,13.4,-32.9,966.0,90.0
FRANCES,1980,09,10,06,13.8,-33.5,967.0,90.0
FRANCES,1980,09,10,12,14.2,-34.1,968.0,85.0
FRANCES,1980,09,10,18,14.9,-34.6,970.0,80.0
FRANCES,1980,09,11,00,15.4,-34.9,968.0,85.0
FRANCES,1980,09,11,06,16.0,-35.0,965.0,90.0
FRANCES,1980,09,11,12,16.3,-35.3,967.0,90.0
FRANCES,1980,09,11,18,16.6,-35.9,968.0,85.0
FRANCES,1980,09,12,00,17.0,-36.1,970.0,80.0
FRANCES,1980,09,12,06,17.2,-36.9,970.0,80.0
FRANCES,1980,09,12,12,17.8,-37.8,970.0,80.0
FRANCES,1980,09,12,18,18.3,-38.5,970.0,80.0
FRANCES,1980,09,13,00,18.6,-39.6,970.0,80.0
FRANCES,1980,09,13,06,18.8,-40.6,968.0,85.0
FRANCES,1980,09,13,12,18.9,-42.0,965.0,90.0
FRANCES,1980,09,13,18,19.3,-43.4,965.0,90.0
FRANCES,1980,09,14,00,19.8,-44.7,965.0,90.0
FRANCES,1980,09,14,06,20.2,-45.9,965.0,90.0
FRANCES,1980,09,14,12,20.8,-46.9,965.0,90.0
FRANCES,1980,09,14,18,21.6,-48.0,965.0,90.0
FRANCES,1980,09,15,00,22.5,-48.8,965.0,90.0
FRANCES,1980,09,15,06,23.3,-49.6,965.0,90.0
FRANCES,1980,09,15,12,24.6,-50.2,965.0,90.0
FRANCES,1980,09,15,18,25.8,-50.8,965.0,90.0
FRANCES,1980,09,16,00,27.4,-50.8,965.0,90.0
FRANCES,1980,09,16,06,28.8,-50.6,965.0,90.0
FRANCES,1980,09,16,12,30.2,-50.0,965.0,90.0
FRANCES,1980,09,16,18,31.8,-49.2,965.0,90.0
FRANCES,1980,09,17,00,33.0,-48.0,965.0,90.0
FRANCES,1980,09,17,06,33.9,-47.2,968.0,85.0
FRANCES,1980,09,17,12,34.7,-46.4,970.0,80.0
FRANCES,1980,09,17,18,35.7,-45.9,970.0,80.0
FRANCES,1980,09,18,00,36.7,-45.8,970.0,80.0
FRANCES,1980,09,18,06,37.8,-45.8,970.0,80.0
FRANCES,1980,09,18,12,39.0,-46.2,970.0,80.0
FRANCES,1980,09,18,18,40.0,-46.5,972.0,80.0
FRANCES,1980,09,19,00,41.2,-46.4,974.0,75.0
FRANCES,1980,09,19,06,42.4,-45.8,978.0,70.0
FRANCES,1980,09,19,12,43.6,-44.9,986.0,65.0
FRANCES,1980,09,19,18,44.5,-43.2,986.0,65.0
FRANCES,1980,09,20,00,45.7,-41.0,988.0,65.0
FRANCES,1980,09,20,06,47.0,-39.0,990.0,60.0
FRANCES,1980,09,20,12,49.4,-35.5,994.0,55.0
FRANCES,1980,09,20,18,51.2,-32.0,998.0,50.0
FRANCES,1980,09,21,00,54.0,-29.0,1000.0,45.0
HERMINE,1980,09,20,12,14.6,-77.2,1008.0,25.0
HERMINE,1980,09,20,18,14.8,-78.7,1007.0,25.0
HERMINE,1980,09,21,00,15.0,-80.2,1006.0,30.0
HERMINE,1980,09,21,06,15.1,-81.6,1003.0,35.0
HERMINE,1980,09,21,12,15.3,-83.0,1000.0,40.0
HERMINE,1980,09,21,18,15.8,-84.2,998.0,45.0
HERMINE,1980,09,22,00,16.5,-85.5,996.0,50.0
HERMINE,1980,09,22,06,17.1,-86.7,995.0,55.0
HERMINE,1980,09,22,12,17.8,-87.8,994.0,60.0
HERMINE,1980,09,22,18,18.4,-88.9,994.0,55.0
HERMINE,1980,09,23,00,18.8,-90.2,995.0,50.0
HERMINE,1980,09,23,06,19.1,-91.3,995.0,45.0
HERMINE,1980,09,23,12,19.3,-92.6,995.0,50.0
HERMINE,1980,09,23,18,19.3,-93.2,994.0,55.0
HERMINE,1980,09,24,00,19.2,-93.8,993.0,60.0
HERMINE,1980,09,24,06,18.8,-94.4,993.0,60.0
HERMINE,1980,09,24,12,18.5,-94.8,994.0,55.0
HERMINE,1980,09,24,18,18.1,-95.1,997.0,50.0
HERMINE,1980,09,25,00,17.7,-95.5,1000.0,45.0
HERMINE,1980,09,25,06,17.3,-95.8,1003.0,40.0
HERMINE,1980,09,25,12,17.0,-96.0,1005.0,35.0
HERMINE,1980,09,25,18,17.0,-96.0,1007.0,30.0
HERMINE,1980,09,26,00,17.0,-96.0,1008.0,25.0
IVAN,1980,10,01,00,33.6,-20.0,1010.0,25.0
IVAN,1980,10,01,06,33.7,-20.7,1010.0,25.0
IVAN,1980,10,01,12,33.8,-21.5,1010.0,25.0
IVAN,1980,10,01,18,34.1,-22.2,1010.0,25.0
IVAN,1980,10,02,00,34.5,-22.8,1010.0,25.0
IVAN,1980,10,02,06,35.0,-23.3,1009.0,25.0
IVAN,1980,10,02,12,35.7,-23.7,1009.0,25.0
IVAN,1980,10,02,18,36.5,-23.8,1009.0,25.0
IVAN,1980,10,03,00,37.2,-23.5,1009.0,25.0
IVAN,1980,10,03,06,37.8,-23.1,1009.0,25.0
IVAN,1980,10,03,12,38.7,-22.5,1008.0,25.0
IVAN,1980,10,03,18,38.5,-21.4,1007.0,25.0
IVAN,1980,10,04,00,37.7,-21.8,1006.0,25.0
IVAN,1980,10,04,06,37.0,-22.7,1005.0,25.0
IVAN,1980,10,04,12,36.5,-23.5,1000.0,30.0
IVAN,1980,10,04,18,35.6,-24.6,998.0,40.0
IVAN,1980,10,05,00,34.4,-25.7,996.0,50.0
IVAN,1980,10,05,06,33.4,-26.8,995.0,55.0
IVAN,1980,10,05,12,32.4,-28.3,994.0,60.0
IVAN,1980,10,05,18,31.3,-29.6,993.0,60.0
IVAN,1980,10,06,00,30.1,-30.5,992.0,65.0
IVAN,1980,10,06,06,29.1,-31.1,985.0,75.0
IVAN,1980,10,06,12,28.4,-31.3,976.0,85.0
IVAN,1980,10,06,18,28.1,-31.1,970.0,90.0
IVAN,1980,10,07,00,28.0,-30.7,970.0,90.0
IVAN,1980,10,07,06,28.5,-30.6,970.0,90.0
IVAN,1980,10,07,12,29.5,-31.7,970.0,90.0
IVAN,1980,10,07,18,29.8,-32.7,970.0,90.0
IVAN,1980,10,08,00,30.0,-34.4,970.0,90.0
IVAN,1980,10,08,06,30.6,-36.2,970.0,90.0
IVAN,1980,10,08,12,31.3,-37.4,970.0,90.0
IVAN,1980,10,08,18,31.5,-39.0,970.0,90.0
IVAN,1980,10,09,00,31.7,-40.5,970.0,90.0
IVAN,1980,10,09,06,32.3,-41.0,971.0,90.0
IVAN,1980,10,09,12,33.2,-41.1,973.0,90.0
IVAN,1980,10,09,18,33.8,-41.2,975.0,90.0
IVAN,1980,10,10,00,34.9,-40.7,977.0,90.0
IVAN,1980,10,10,06,36.2,-40.0,978.0,90.0
IVAN,1980,10,10,12,37.8,-39.1,978.0,90.0
IVAN,1980,10,10,18,39.7,-37.9,980.0,80.0
IVAN,1980,10,11,00,42.0,-36.1,985.0,75.0
IVAN,1980,10,11,06,44.4,-34.1,988.0,70.0
IVAN,1980,10,11,12,46.8,-31.5,990.0,65.0
IVAN,1980,10,11,18,49.7,-27.5,990.0,65.0
IVAN,1980,10,12,00,52.5,-24.5,990.0,60.0
JEANNE,1980,11,07,18,13.6,-82.6,1008.0,20.0
JEANNE,1980,11,08,00,14.7,-83.0,1006.0,20.0
JEANNE,1980,11,08,06,16.0,-83.4,1006.0,20.0
JEANNE,1980,11,08,12,17.3,-83.9,1006.0,25.0
JEANNE,1980,11,08,18,18.6,-84.3,1005.0,30.0
JEANNE,1980,11,09,00,19.3,-84.6,1005.0,30.0
JEANNE,1980,11,09,06,20.0,-84.8,1004.0,30.0
JEANNE,1980,11,09,12,20.8,-85.1,1000.0,40.0
JEANNE,1980,11,09,18,21.3,-85.2,999.0,45.0
JEANNE,1980,11,10,00,21.6,-85.3,999.0,50.0
JEANNE,1980,11,10,06,22.0,-85.4,999.0,50.0
JEANNE,1980,11,10,12,22.5,-85.5,999.0,50.0
JEANNE,1980,11,10,18,23.2,-85.7,999.0,50.0
JEANNE,1980,11,11,00,23.7,-86.1,998.0,55.0
JEANNE,1980,11,11,06,24.1,-86.5,997.0,60.0
JEANNE,1980,11,11,12,24.1,-87.0,992.0,65.0
JEANNE,1980,11,11,18,24.1,-87.2,986.0,75.0
JEANNE,1980,11,12,00,24.1,-87.4,988.0,85.0
JEANNE,1980,11,12,06,23.9,-88.3,992.0,70.0
JEANNE,1980,11,12,12,23.8,-89.0,994.0,65.0
JEANNE,1980,11,12,18,23.8,-89.8,995.0,65.0
JEANNE,1980,11,13,00,24.0,-90.3,999.0,55.0
JEANNE,1980,11,13,06,24.9,-91.6,997.0,55.0
JEANNE,1980,11,13,12,25.6,-92.8,993.0,60.0
JEANNE,1980,11,13,18,25.6,-94.0,994.0,60.0
JEANNE,1980,11,14,00,25.5,-95.0,996.0,55.0
JEANNE,1980,11,14,06,25.6,-95.2,998.0,50.0
JEANNE,1980,11,14,12,25.8,-95.2,1002.0,50.0
JEANNE,1980,11,14,18,26.0,-94.8,1002.0,40.0
JEANNE,1980,11,15,00,26.2,-94.4,1004.0,30.0
JEANNE,1980,11,15,06,26.3,-93.7,1004.0,30.0
JEANNE,1980,11,15,12,26.2,-93.2,1005.0,25.0
JEANNE,1980,11,15,18,25.9,-92.9,1006.0,20.0
JEANNE,1980,11,16,00,25.4,-93.0,1007.0,20.0
JEANNE,1980,11,16,06,25.2,-93.1,1007.0,20.0
KARL,1980,11,25,00,36.0,-46.0,988.0,50.0
KARL,1980,11,25,06,36.8,-44.8,988.0,50.0
KARL,1980,11,25,12,37.2,-44.5,988.0,55.0
KARL,1980,11,25,18,37.7,-44.7,988.0,65.0
KARL,1980,11,26,00,37.4,-44.8,988.0,70.0
KARL,1980,11,26,06,37.0,-44.2,985.0,75.0
KARL,1980,11,26,12,36.8,-42.5,985.0,75.0
KARL,1980,11,26,18,37.1,-40.5,985.0,75.0
KARL,1980,11,27,00,37.8,-38.3,988.0,70.0
KARL,1980,11,27,06,38.9,-36.5,990.0,65.0
KARL,1980,11,27,12,40.4,-34.9,990.0,65.0
KARL,1980,11,27,18,42.3,-33.1,990.0,65.0
KARL,1980,11,28,00,45.0,-32.0,990.0,65.0
ARLENE,1981,05,06,18,18.4,-83.6,1006.0,30.0
ARLENE,1981,05,07,00,18.4,-82.7,1006.0,30.0
ARLENE,1981,05,07,06,18.6,-81.7,1005.0,30.0
ARLENE,1981,05,07,12,19.0,-80.6,1003.0,35.0
ARLENE,1981,05,07,18,19.6,-79.7,1000.0,40.0
ARLENE,1981,05,08,00,20.3,-78.7,999.0,45.0
ARLENE,1981,05,08,06,21.1,-77.4,1003.0,30.0
ARLENE,1981,05,08,12,22.4,-76.4,1006.0,30.0
ARLENE,1981,05,08,18,23.0,-74.5,1004.0,50.0
ARLENE,1981,05,09,00,23.4,-72.8,1006.0,30.0
ARLENE,1981,05,09,06,24.0,-71.0,1010.0,25.0
BRET,1981,06,29,12,36.0,-65.0,1012.0,35.0
BRET,1981,06,29,18,36.0,-67.0,1007.0,45.0
BRET,1981,06,30,00,36.0,-69.0,1003.0,55.0
BRET,1981,06,30,06,36.0,-71.0,999.0,60.0
BRET,1981,06,30,12,36.0,-72.5,996.0,60.0
BRET,1981,06,30,18,36.2,-73.8,996.0,60.0
BRET,1981,07,01,00,36.6,-74.7,1000.0,50.0
BRET,1981,07,01,06,37.4,-76.0,1006.0,30.0
CINDY,1981,08,02,18,36.1,-67.8,1010.0,30.0
CINDY,1981,08,03,00,36.7,-67.1,1008.0,30.0
CINDY,1981,08,03,06,37.4,-66.2,1006.0,30.0
CINDY,1981,08,03,12,38.3,-65.7,1003.0,30.0
CINDY,1981,08,03,18,38.7,-64.9,1003.0,40.0
CINDY,1981,08,04,00,39.0,-63.8,1002.0,50.0
CINDY,1981,08,04,06,39.4,-62.2,1002.0,50.0
CINDY,1981,08,04,12,40.4,-60.7,1003.0,50.0
CINDY,1981,08,04,18,41.3,-58.4,1004.0,50.0
CINDY,1981,08,05,00,42.2,-55.7,1005.0,45.0
CINDY,1981,08,05,06,43.3,-52.7,1006.0,40.0
CINDY,1981,08,05,12,44.1,-50.4,1008.0,30.0
DENNIS,1981,08,07,06,10.5,-25.7,1009.0,30.0
DENNIS,1981,08,07,12,10.8,-28.1,1008.0,30.0
DENNIS,1981,08,07,18,11.0,-29.6,1007.0,30.0
DENNIS,1981,08,08,00,11.3,-31.3,1006.0,35.0
DENNIS,1981,08,08,06,11.7,-33.1,1005.0,35.0
DENNIS,1981,08,08,12,12.0,-35.0,1004.0,35.0
DENNIS,1981,08,08,18,12.5,-36.7,1003.0,40.0
DENNIS,1981,08,09,00,12.8,-38.7,1002.0,40.0
DENNIS,1981,08,09,06,13.1,-40.8,1001.0,40.0
DENNIS,1981,08,09,12,13.3,-43.0,1001.0,40.0
DENNIS,1981,08,09,18,13.5,-45.0,1001.0,40.0
DENNIS,1981,08,10,00,13.5,-47.0,1001.0,40.0
DENNIS,1981,08,10,06,13.5,-49.0,1002.0,40.0
DENNIS,1981,08,10,12,13.5,-51.0,1004.0,40.0
DENNIS,1981,08,10,18,13.6,-52.9,1006.0,35.0
DENNIS,1981,08,11,00,13.8,-54.9,1007.0,30.0
DENNIS,1981,08,11,06,14.0,-56.5,1008.0,30.0
DENNIS,1981,08,11,12,14.3,-58.3,1009.0,30.0
DENNIS,1981,08,11,18,14.6,-60.1,1010.0,30.0
DENNIS,1981,08,12,00,14.9,-61.9,1010.0,25.0
DENNIS,1981,08,12,06,15.2,-63.8,1011.0,25.0
DENNIS,1981,08,12,12,15.4,-65.7,1011.0,25.0
DENNIS,1981,08,12,18,15.6,-67.6,1011.0,25.0
DENNIS,1981,08,15,18,21.7,-80.8,1007.0,30.0
DENNIS,1981,08,16,00,22.4,-81.0,1005.0,35.0
DENNIS,1981,08,16,06,23.0,-81.2,1003.0,35.0
DENNIS,1981,08,16,12,23.8,-81.4,1001.0,35.0
DENNIS,1981,08,16,18,24.5,-81.3,1000.0,35.0
DENNIS,1981,08,17,00,24.9,-81.3,998.0,35.0
DENNIS,1981,08,17,06,25.2,-81.2,999.0,35.0
DENNIS,1981,08,17,12,25.8,-81.2,999.0,35.0
DENNIS,1981,08,17,18,26.2,-81.2,1001.0,35.0
DENNIS,1981,08,18,00,26.5,-81.2,1003.0,35.0
DENNIS,1981,08,18,06,26.8,-81.1,1004.0,35.0
DENNIS,1981,08,18,12,27.2,-81.0,1005.0,35.0
DENNIS,1981,08,18,18,27.6,-81.0,1005.0,35.0
DENNIS,1981,08,19,00,28.7,-80.8,1004.0,35.0
DENNIS,1981,08,19,06,29.7,-80.8,1003.0,40.0
DENNIS,1981,08,19,12,31.0,-80.8,1002.0,40.0
DENNIS,1981,08,19,18,32.2,-79.9,1001.0,45.0
DENNIS,1981,08,20,00,33.4,-78.8,999.0,50.0
DENNIS,1981,08,20,06,34.7,-77.0,998.0,55.0
DENNIS,1981,08,20,12,35.5,-75.2,997.0,60.0
DENNIS,1981,08,20,18,36.3,-73.0,995.0,65.0
DENNIS,1981,08,21,00,37.1,-70.4,995.0,70.0
DENNIS,1981,08,21,06,37.8,-68.0,998.0,55.0
DENNIS,1981,08,21,12,38.1,-65.4,1000.0,45.0
DENNIS,1981,08,21,18,38.4,-62.8,1003.0,40.0
DENNIS,1981,08,22,00,37.8,-59.7,1005.0,35.0
EMILY,1981,08,31,12,29.8,-72.7,1008.0,30.0
EMILY,1981,08,31,18,29.9,-71.2,1006.0,30.0
EMILY,1981,09,01,00,29.9,-69.7,1004.0,35.0
EMILY,1981,09,01,06,30.1,-68.4,1000.0,40.0
EMILY,1981,09,01,12,30.4,-67.3,996.0,40.0
EMILY,1981,09,01,18,31.3,-66.6,994.0,45.0
EMILY,1981,09,02,00,31.9,-65.9,992.0,50.0
EMILY,1981,09,02,06,32.6,-65.1,990.0,50.0
EMILY,1981,09,02,12,33.3,-64.4,988.0,50.0
EMILY,1981,09,02,18,34.1,-64.1,986.0,55.0
EMILY,1981,09,03,00,35.0,-64.0,984.0,55.0
EMILY,1981,09,03,06,36.0,-65.0,982.0,60.0
EMILY,1981,09,03,12,35.0,-65.8,980.0,60.0
EMILY,1981,09,03,18,34.2,-65.0,978.0,60.0
EMILY,1981,09,04,00,34.6,-63.6,976.0,65.0
EMILY,1981,09,04,06,35.3,-62.7,974.0,70.0
EMILY,1981,09,04,12,36.2,-61.9,972.0,70.0
EMILY,1981,09,04,18,37.1,-61.2,971.0,70.0
EMILY,1981,09,05,00,38.2,-60.9,970.0,75.0
